navigation;modèle-imprimante;;imprimante;;Label;;;;ref-constructeur;prix;capacité;ID_printer;ID_product
Canon;Canon  imagePRESS;;imagePRESS C 6011 S;;ORIGINAL Canon 0436B002 / C-EXV 20 - Toner noir;;;;C-EXV 20;null;0436 B 002;2891;4934
Star Micronics;Star Micronics  SP;;SP 712;;ORIGINAL Star Micronics 30980730 / RC700B - Ruban nylon noir;;;;RC700B;null;30980730;14305;5629
Panasonic;Panasonic  Workio DP-C;;Workio DP-C 265;;ORIGINAL Panasonic DQUHS30 - Kit tambour;;;;DQ-UHS 30;null;36000;9027;5242
Canon;Canon  Pixma;;Pixma MX 370;;COMPATIBLE Canon 5226B005 / CL-541 XL - Tête d'impression couleur;;;;CL-541 XL;null;5226 B 005;2892;4848
Canon;Canon  Pixma;;Pixma MG 3150;;COMPATIBLE Canon 5226B005 / CL-541 XL - Tête d'impression couleur;;;;CL-541 XL;null;5226 B 005;2893;4848
OKI;OKI  C;;C 9650 N;;COMPATIBLE OKI 42918916 - Toner noir;;;;42918916;null;15000;6961;5092
Ricoh;Ricoh  Aficio SP;;Aficio SP C 220 n;;COMPATIBLE Ricoh 406094 / TYPE SPC 220 E - Toner noir;;;;TYPE SPC 220 E;null;406094;10416;5336
Ricoh;Ricoh  FT;;FT 4522;;ORIGINAL Ricoh 884240 / TYPE 450 E - Toner noir;;;;TYPE 450 E;null;884240;10417;5337
Sharp;Sharp  FO-A;;FO-A 560;;ORIGINAL Sharp UX91CR - Film transfert thermique;;;;UX-91 CR;null;90;13352;5558
Philips;Philips  P;;P 2982;;ORIGINAL IBM 1040998 - Ruban nylon noir;;;;1040998;null;Oui;9570;4682
Samsung;Samsung  MultiXpress;;MultiXpress C 8641 ND;;ORIGINAL HP SU227A / CLT-K659S - Toner noir;;;;CLT-K659S;null;SU 227 A;12031;5471
Toshiba;Toshiba  E-Studio;;E-Studio 657;;ORIGINAL Toshiba 6AK00000289 / T-8570 E - Divers;;;;T-8570 E;null;6AK00000289;14742;5677
Canon;Canon  FC;;FC 5 II;;ORIGINAL Canon 1474A003 / A30 - Toner noir;;;;A30;null;1474 A 003;2894;4959
OKI;OKI  Microline;;Microline 195;;COMPATIBLE OKI 09002303 - Ruban nylon noir;;;;9002303;null;Non;6962;4792
Brother;Brother  Fax;;Fax 760;;COMPATIBLE Brother PC302RF - Rouleau transfert thermique;;;;PC-302 RF;null;230;504;4755
Ricoh;Ricoh  Aficio SP;;Aficio SP C 831 dn;;ORIGINAL Ricoh 407096 - Kit tambour;;;;407096;null;60000;10418;5390
Canon;Canon  Satera;;Satera MF 4270;;COMPATIBLE Canon 0263B002 / FX-10 - Toner noir;;;;FX-10;null;0263 B 002;2895;4819
Tally Genicom;Tally Genicom  T;;T 2440-9;;ORIGINAL Tally Genicom 043446 - Ruban nylon noir;;;;43446;null;Oui;14412;5636
Xerox;Xerox  Phaser;;Phaser 6200 DX;;ORIGINAL Konica Minolta 9960A1710495002 - Unité de fusión;;;;9960A171-0495-002;null;100000;16190;5184
Canon;Canon  IR;;IR 6800 Series;;ORIGINAL Canon 2447B002 / C-EXV 24 - Toner noir;;;;C-EXV 24;null;2447 B 002;2896;4839
Toshiba;Toshiba  E-Studio;;E-Studio 5516 Series;;ORIGINAL Toshiba 6AK00000372 / T-FC 616 EK - Toner noir;;;;T-FC 616 EK;null;6AK00000372;14743;5647
Xerox;Xerox  Docuprint;;Docuprint 350 HC;;ORIGINAL Xerox 006R90225 - Divers;;;;006 R 90225;null;30000;16191;5835
Ricoh;Ricoh  Aficio CL;;Aficio CL 3100 n;;ORIGINAL Ricoh 400838 / TYPE 125 - Toner noir;;;;TYPE 125;null;400838;10419;5374
Canon;Canon  imageRUNNER;;imageRUNNER Advance C 9000 Series;;ORIGINAL Canon 2781B003 / C-EXV 30 - Kit tambour;;;;C-EXV 30;null;2781 B 003;2897;4832
OKI;OKI  B;;B 840 N;;ORIGINAL OKI 44661802 - Toner noir;;;;44661802;null;20000;6963;5121
Brother;Brother  P-Touch;;P-Touch QL 570;;COMPATIBLE Brother DK22205 - P-Touch Étiquettes;;;;DK-22205;null;Non;505;4735
Xerox;Xerox  Phaser;;Phaser 6350;;COMPATIBLE Xerox 106R01147 - Toner noir;;;;106 R 01147;null;10000;16192;5904
Olympia;Olympia  OF;;OF 7900;;COMPATIBLE Lexmark 12AX970E / 70HC - Tête d'impression noire;;;;70HC;null;12AX970E;8544;4759
Canon;Canon  imagePROGRAF IPF;;imagePROGRAF IPF 810 Series;;ORIGINAL Canon 2962B001 / PFI-703 MBK - Cartouche d'encre noire mate;;;;PFI-703 MBK;null;2962 B 001;2898;4891
Olivetti;Olivetti  D-Copia;;D-Copia 800;;null;;;;null;null;null;7836;#N/A
Canon;Canon  imagePROGRAF W;;imagePROGRAF W 7200;;COMPATIBLE Canon 7574A001 / BCI-1411 BK - Cartouche d'encre noire;;;;BCI-1411 BK;null;7574 A 001;2899;4812
Canon;Canon  i-SENSYS;;i-SENSYS LBP-2900;;COMPATIBLE HP Q2612A / 12A - Toner noir;;;;12A;null;Q 2612 A;2900;4912
Olivetti;Olivetti  D-Color;;D-Color MF 554;;ORIGINAL Olivetti B1206 - Toner noir;;;;B1206;null;28000;7837;5159
Canon;Canon  C;;C 624;;ORIGINAL Canon 1515A003 / EP-82 BK - Toner noir;;;;EP-82 BK;null;1515 A 003;2901;4861
Triumph-Adler;Triumph-Adler  PR;;PR 45 SFP;;null;;;;null;null;null;7742;#N/A
OKI;OKI  ES;;ES 9541;;ORIGINAL OKI 45103722 - Kit tambour;;;;45103722;null;40000;6964;5122
Olivetti;Olivetti  ECR;;ECR 007;;ORIGINAL Citizen 3000098 / IR 61 B - Ruban nylon noir;;;;IR 61 B;null;3000098;7838;5017
Xerox;Xerox  Phaser;;Phaser 6128 Series;;COMPATIBLE Xerox 106R01455 - Toner noir;;;;106 R 01455;null;3100;16193;5898
Bull;Bull  PRT;;PRT 1960;;null;;;;null;null;null;1895;#N/A
Canon;Canon  Pixma;;Pixma MG 6852;;Pack de 5 COMPATIBLES Canon PGI-570XL+CLI571XL (BK+CMY);;;;PGI-570 CLI 571;null;0372 C 004;2902;4867
Canon;Canon  BJC;;BJC 4300;;COMPATIBLE Canon 0955A002 / BCI-21 C - Cartouche d'encre couleur;;;;BCI-21 C;null;0955 A 002;2903;4708
Olivetti;Olivetti  D-Color;;D-Color P 160 W;;null;;;;null;null;null;7839;#N/A
Ricoh;Ricoh  Aficio Color;;Aficio Color 1232 c;;ORIGINAL Ricoh 885324 / TYPEM 2 C - Toner cyan;;;;TYPEM 2 C;null;885324;10420;5326
Sanyo;Sanyo  CX;;CX 2053 P;;ORIGINAL Canon 4202A002 / EP-102 - Ruban nylon noir-rouge;;;;EP-102;null;4202 A 002;12839;4684
Canon;Canon  i-SENSYS;;I-Sensys Fax L 410;;COMPATIBLE Canon 3500B002 / 728 - Toner noir;;;;728;null;3500 B 002;2513;4806
Panasonic;Panasonic  KX-FP;;KX-FP 215;;ORIGINAL Panasonic KXFA52X - Rouleau transfert thermique;;;;KX-FA 52 X;null;90;9028;5231
Canon;Canon  BIJ;;BIJ 1300;;ORIGINAL Canon 7337A001 / BCI-1201 BK - Cartouche d'encre noire;;;;BCI-1201 BK;null;7337 A 001;2904;4836
Toshiba;Toshiba  E-Studio;;E-Studio 225;;ORIGINAL Toshiba 6AJ00000089 / T-2450 E 5K - Toner noir;;;;T-2450 E 5K;null;6AJ00000089;14744;5672
Sharp;Sharp  CS;;CS 1152 H;;ORIGINAL Canon 4202A002 / EP-102 - Ruban nylon noir-rouge;;;;EP-102;null;4202 A 002;13353;4684
Canon;Canon  Smartbase MP;;Smartbase MP 370 Series;;COMPATIBLE Canon 6882A002 / BCI-24 C - Cartouche d'encre couleur;;;;BCI-24 C;null;6882 A 002;2905;4889
Canon;Canon  i-SENSYS;;i-SENSYS LBP-6670 dn;;COMPATIBLE Canon 3479B002 / 719 - Toner noir;;;;719;null;3479 B 002;2906;4810
Ricoh;Ricoh  Aficio GX;;Aficio GX e 3350 n;;ORIGINAL Ricoh 405688 / GC-31 K - Encre Divers;;;;GC-31 K;null;405688;10421;5382
Ricoh;Ricoh  Aficio SP;;Aficio SP 3410 Series;;COMPATIBLE Ricoh 406522 / SP 3400 HA - Toner noir;;;;SP 3400 HA;null;406522;10422;5325
OKI;OKI  ML;;ML 5721 eco;;ORIGINAL OKI 44173406 - Ruban nylon noir;;;;44173406;null;Oui;6965;5080
Xerox;Xerox  WC;;WC 7345 Series;;ORIGINAL Xerox 006R01175 - Toner noir;;;;006 R 01175;null;26000;16194;5839
Canon;Canon  imageRUNNER;;imageRUNNER 3035;;COMPATIBLE Canon 9634A002 / C-EXV 12 - Toner noir;;;;C-EXV 12;null;9634 A 002;2907;4853
Canon;Canon  Compri;;Compri BN 700-4;;COMPATIBLE Canon 0956A002 / BCI-10 BK - Cartouche d'encre noire;;;;BCI-10 BK;null;0956 A 002;2908;4710
Canon;Canon  BJC;;BJC 680 J;;ORIGINAL Canon 0946A001 / BJI-201 BKHC - Cartouche d'encre noire;;;;BJI-201 BKHC;null;0946 A 001;2909;4704
Xerox;Xerox  Phaser;;Phaser 3200 Series;;COMPATIBLE Xerox 113R00730 - Toner noir;;;;113 R 00730;null;3000;16195;5925
Brother;Brother  MFC-J;;MFC-J 5920 DW;;COMPATIBLE Brother LC22EBK - Cartouche d'encre noire;;;;LC-22 E BK;null;2400;506;4771
Brother;Brother  P-Touch;;P-Touch H 110;;COMPATIBLE Brother TZE231 - P-Touch Ruban;;;;TZE-231;null;Non;507;4719
Xerox;Xerox  WC;;WC 5222 Kusey;;ORIGINAL Xerox 106R01306 - Toner noir;;;;106 R 01306;null;30000;16196;5841
Wincor-Nixdorf;Wincor-Nixdorf  ND;;ND 9 A;;ORIGINAL Wincor-Nixdorf 01750008721 / 106 000 14620 - Ruban nylon violet;;;;10 600 014 620;null;1750008721;15720;5811
Neopost;Neopost  IJ;;IJ 65;;null;;;;null;null;null;6687;#N/A
Ricoh;Ricoh  Aficio MP;;Aficio MP 161 f;;COMPATIBLE Ricoh 888261 / TYPE 1270 D - Toner noir;;;;TYPE 1270 D;null;888261;10423;5332
Xerox;Xerox  DocuColor;;DocuColor 2060;;ORIGINAL Xerox 013R90142 - Photoconducteur;;;;013 R 90142;null;Oui;16197;5926
Canon;Canon  i-SENSYS;;i-SENSYS LBP-3580;;COMPATIBLE Canon 3482B002 / 724H - Toner noir;;;;724H;null;3482 B 002;2910;4830
Ricoh;Ricoh  Aficio Color;;Aficio Color 3228;;ORIGINAL Ricoh 888344 / TYPE R 2 - Toner noir;;;;TYPE R 2;null;888344;10424;5352
Tally Genicom;Tally Genicom  T;;T 2170;;ORIGINAL Tally Genicom 062471 - Ruban nylon noir;;;;62471;null;Oui;14413;5632
Triumph-Adler;Triumph-Adler  TA;;TA 2020;;ORIGINAL Kyocera 37037085 - Toner noir;;;;37037085;null;5300;15149;4687
Olympia;Olympia  OF;;OF 838;;COMPATIBLE OKI 09002395 - Toner noir;;;;9002395;null;2500;8545;4713
Sharp;Sharp  MX;;MX-M 310;;ORIGINAL Sharp MX312GT - Toner noir;;;;MX-312 GT;null;25000;13354;5598
Commodore;Commodore  MPS;;MPS 1270;;ORIGINAL HP 51604A - Tête d'impression noire;;;;51604 A;null;500;6615;4815
Sharp;Sharp  AR;;AR-203 E;;ORIGINAL Sharp AR208LD - Développeur;;;;AR-208 LD;null;25000;13355;5600
Printronix;Printronix  P;;P 150;;null;;;;null;null;null;6679;#N/A
Xerox;Xerox  Phaser;;Phaser 7760 DN;;ORIGINAL Xerox 106R01163 - Toner noir;;;;106 R 01163;null;32000;16198;5870
Brother;Brother  MFC;;MFC-L 6900 Series;;COMPATIBLE Brother DR3400 - Kit tambour;;;;DR-3400;null;50000;508;4731
Canon;Canon  imageCLASS MF;;imageCLASS MF 113 w;;COMPATIBLE Canon 2164C002 / 047 - Toner noir;;;;47;null;2164 C 002;2911;4919
Sagem;Sagem  MF;;MF 3680 B;;ORIGINAL Sagem TNR756 / 251435803 - Toner noir;;;;251435803;null;TN-R 756;11696;5469
Samsung;Samsung  CLX;;CLX-9201 N;;COMPATIBLE Samsung CLTC809SELS / C809 - Toner cyan;;;;C809;null;CLT-C 809 S/ELS;11824;5492
Riso;Riso  P;;P 522;;COMPATIBLE Lexmark 12A6835 - Toner noir;;;;12A6835;null;20000;11593;5453
Sharp;Sharp  AL;;AL-1641 CS;;ORIGINAL Sharp AL100TD - Toner noir;;;;AL-100 TD;null;6000;13356;5557
Xerox;Xerox  WC;;WC Pro 55;;COMPATIBLE Xerox 006R01046 - Toner noir;;;;006 R 01046;null;30000;16199;5823
Star Micronics;Star Micronics  SP;;SP 2000;;ORIGINAL Star Micronics 30980113 / RC-200B - Ruban nylon noir;;;;RC-200B;null;30980113;14306;5015
Xerox;Xerox  WC;;WC 5222 Kusl;;ORIGINAL Xerox 106R01306 - Toner noir;;;;106 R 01306;null;30000;16200;5841
Brother;Brother  MFC;;MFC-8510 DN;;COMPATIBLE Brother DR3300 - Kit tambour;;;;DR-3300;null;30000;509;4723
Sharp;Sharp  MX;;MX-8090 N;;ORIGINAL Sharp MX62GVSA - Développeur;;;;MX-62 GVSA;null;400000;13357;5594
Xerox;Xerox  Phaser;;Phaser 3200 MFP;;COMPATIBLE Xerox 113R00730 - Toner noir;;;;113 R 00730;null;3000;16201;5925
Sagem;Sagem  Fax Internet;;Fax Internet 955 I;;null;;;;null;null;null;11697;#N/A
Sharp;Sharp  Compet;;Compet 742 R;;ORIGINAL Canon 4202A002 / EP-102 - Ruban nylon noir-rouge;;;;EP-102;null;4202 A 002;13358;4684
Canon;Canon  Satera;;Satera LBP-6670 dn;;COMPATIBLE Canon 3479B002 / 719 - Toner noir;;;;719;null;3479 B 002;2912;4810
Casio;Casio  TK;;TK 3000;;ORIGINAL Epson C43S015356 / ERC-18-B - Ruban nylon noir;;;;ERC-18-B;null;C 43 S0 15356;6238;5012
Canon;Canon  BJ;;BJ 220 JC;;COMPATIBLE Canon 0881A002 / BC-02 - Tête d'impression noire;;;;BC-02;null;0881 A 002;2913;4706
Canon;Canon  imagePROGRAF IPF;;imagePROGRAF IPF 770 Series;;COMPATIBLE Canon 6705B001 / PFI-107 BK - Cartouche d'encre noire;;;;PFI-107 BK;null;6705 B 001;2914;4885
Olivetti;Olivetti  OFX;;OFX 500;;COMPATIBLE Olivetti B0384 / FPJ20 (84431)  - Tête d'impression noire;;;;FPJ20;null;B0384;7840;4691
Brother;Brother  P-Touch;;P-Touch D 200 BWVP;;COMPATIBLE Brother TZE231 - P-Touch Ruban;;;;TZE-231;null;Non;510;4719
Canon;Canon  IR;;IR-715 i II Advance;;ORIGINAL Canon 2725C001 / T03 - Toner noir;;;;T03;null;2725 C 001;2915;4888
Xerox;Xerox  Docuprint C;;Docuprint C 55 MP;;ORIGINAL Xerox 006R00856 - Toner noir;;;;006 R 00856;null;5000;16202;5592
Canon;Canon  W;;W 3050;;null;;;;null;null;null;2916;#N/A
Selex;Selex  SR;;SR 710 Series;;COMPATIBLE Canon 0885A002 / BC-05 - Tête d'impression couleur;;;;BC-05;null;0885 A 002;13080;4707
Samsung;Samsung  ML;;ML-3471 N;;COMPATIBLE Samsung MLD3470BEUR - Toner noir;;;;MLD-3470 B/EUR;null;10000;12032;5516
Xerox;Xerox  WC;;WC Pro 416 E;;ORIGINAL Toshiba 60066062051 / T-1600 E - Toner noir;;;;T-1600 E;null;60066062051;16203;5699
Ricoh;Ricoh  SS;;SS 930;;ORIGINAL Ricoh 893171 / VT-600 - Encre Divers;;;;VT-600;null;893171;10425;5308
Utax;Utax  CD;;CD 1215;;ORIGINAL Utax 611410010 - Toner noir;;;;611 410 010;null;7000;15476;5736
Xerox;Xerox  WC;;WC 7235 RX;;ORIGINAL Xerox 006R01175 - Toner noir;;;;006 R 01175;null;26000;16204;5839
Brother;Brother  MFC;;MFC-1950 Series;;COMPATIBLE Brother PC102RF - Rouleau transfert thermique;;;;KB-PC102RF;null;700;511;4715
Canon;Canon  Color imageCLASS;;Color imageCLASS MF 733 Cdw;;PROMO Pack de 4 toners compatibles CANON 046H BkCMY;;;;046H;null;6300+3x5000;2917;4943
Ricoh;Ricoh  FW;;FW 820;;ORIGINAL Ricoh 887447 / TYPE 810 - Toner noir;;;;TYPE 810;null;887447;10426;5309
Rex Rotary;Rex Rotary  Docustation DSM;;Docustation DSM 622;;null;;;;null;null;null;10014;#N/A
Samsung;Samsung  SCX;;SCX-4623 FW;;COMPATIBLE Samsung MLTD1052LELS / 1052L - Toner noir;;;;1052L;null;MLT-D 1052 L/ELS;12033;5485
Brother;Brother  MFC;;MFC-8820 DN;;COMPATIBLE Brother TN7600 - Toner noir;;;;TN-7600;null;6500;512;4748
Brother;Brother  MFC;;MFC-L 2730 DW;;COMPATIBLE Brother DR2400 - Kit tambour;;;;DR-2400;null;12000;513;4716
Rex Rotary;Rex Rotary  Docustation;;Docustation 1208;;ORIGINAL Ricoh 885258 / TYPE 1250 D - Toner noir;;;;TYPE 1250 D;null;885258;10015;5290
Xerox;Xerox  WC;;WC 5225 V TNE;;ORIGINAL Xerox 106R01306 - Toner noir;;;;106 R 01306;null;30000;16205;5841
OKI;OKI  MC;;MC 363 N;;COMPATIBLE OKI 44968301 - Kit tambour;;;;44968301;null;30000;6966;5086
Ricoh;Ricoh  Aficio MP;;Aficio MP 171;;COMPATIBLE Ricoh 888261 / TYPE 1270 D - Toner noir;;;;TYPE 1270 D;null;888261;10427;5332
Rex Rotary;Rex Rotary  P;;P 6319;;null;;;;null;null;null;10016;#N/A
Olivetti;Olivetti  PG;;PG L 6;;ORIGINAL Kyocera 35382010 - Toner noir;;;;35382010;null;3000;7841;5179
Ricoh;Ricoh  Aficio MP;;Aficio MP 3500 sp;;ORIGINAL Ricoh B2969640 / TYPE 4500 - Développeur;;;;TYPE 4500;null;B2969640;10428;5305
Sharp;Sharp  UX;;UX 340 Series;;ORIGINAL Sharp UX3CR - Film transfert thermique;;;;UX-3 CR;null;190;13359;5565
Samsung;Samsung  SL;;SL-M 3820 D;;COMPATIBLE Samsung MLTD203LELS / 203L - Toner noir;;;;203L;null;MLT-D 203 L/ELS;12034;5494
Canon;Canon  i-SENSYS;;i-SENSYS LBP-226 dw;;ORIGINAL Canon 3009C002 / 057 - Toner noir;;;;57;null;3009 C 002;2918;4946
Ricoh;Ricoh  MP C;;MP C 5504 ex A SP;;Ricoh Tambour Unit Noir (D2392242) (Alt: D2392241, D2392240);;;;D2392242;null;400000;10429;5354
Rex Rotary;Rex Rotary  Docustation;;Docustation 1508;;ORIGINAL Ricoh B0399510 / TYPE 1015 - Kit tambour;;;;TYPE 1015;null;B039-9510;10017;5294
Pantum;Pantum  P;;P 3010 D;;null;;;;null;null;null;4051;#N/A
Pitney Bowes;Pitney Bowes  Fax;;Fax 9640;;ORIGINAL Kyocera 63582110 - Toner noir;;;;63582110;null;10000;9767;4686
Ricoh;Ricoh  MP;;MP 601 SPF;;null;;;;null;null;null;10430;#N/A
OKI;OKI  Okipage;;Okipage 8 W Lite;;ORIGINAL OKI 00079801 / TYPE6 - Toner noir;;;;TYPE6;null;79801;6967;5025
Sharp;Sharp  ER-A;;ER-A 150;;ORIGINAL Canon 4202A002 / EP-102 - Ruban nylon noir-rouge;;;;EP-102;null;4202 A 002;13360;4684
Tally Genicom;Tally Genicom  T;;T 2540 Series;;ORIGINAL Tally Genicom 043446 - Ruban nylon noir;;;;43446;null;Oui;14414;5636
Utax;Utax  CDC;;CDC 1930;;ORIGINAL Utax 653010010 - Toner noir;;;;653 010 010;null;25000;15477;5729
Brother;Brother  HL;;HL-3075 CW;;COMPATIBLE Brother DR230CL - Kit tambour;;;;DR-230 CL;null;15000;514;4772
Canon;Canon  IR;;IR 1435 Series;;ORIGINAL Canon 9436B002 / C-EXV 50 - Divers;;;;C-EXV 50;null;9436 B 002;2919;4927
Canon;Canon  MP;;MP 25 DV-3;;ORIGINAL Canon 4202A002 / EP-102 - Ruban nylon noir-rouge;;;;EP-102;null;4202 A 002;2920;4684
Ricoh;Ricoh  Aficio MP;;Aficio MP 1600;;COMPATIBLE Ricoh 885094 / TYPE 1230 D - Toner noir;;;;TYPE 1230 D;null;885094;10431;5296
Brother;Brother  MFC;;MFC-9450 Series;;COMPATIBLE Brother DR130CL - Kit tambour;;;;DR-130 CL;null;17000;515;4762
Printronix;Printronix  P;;P 900;;ORIGINAL IBM 1040998 - Ruban nylon noir;;;;1040998;null;Oui;9872;4682
Canon;Canon  Pixma;;Pixma MG 4140;;COMPATIBLE Canon 5226B005 / CL-541 XL - Tête d'impression couleur;;;;CL-541 XL;null;5226 B 005;2921;4848
Toshiba;Toshiba  E-Studio;;E-Studio 7506 Series;;ORIGINAL Toshiba 6AK00000354 / T-FC 556 EK - Toner noir;;;;T-FC 556 EK;null;6AK00000354;14745;5648
Xerox;Xerox  WC;;WC 5890;;ORIGINAL Xerox 006R01552 - Toner noir;;;;006 R 01552;null;110000;16206;5912
Xerox;Xerox  WorkCentre PE;;WorkCentre PE 120;;COMPATIBLE Xerox 013R00606 - Toner noir;;;;013 R 00606;null;5000;16207;5920
Privileg;Privileg  Electronic;;Electronic 6000;;COMPATIBLE Brother 7020 - Encreur correcteur;;;;7020;null;Non;9949;4717
Canon;Canon  imageRUNNER;;imageRUNNER 1643 P;;ORIGINAL Canon 3526C002 / T06 - Divers;;;;T06;null;3526 C 002;2922;4915
Triumph-Adler;Triumph-Adler  LP;;LP 4240;;ORIGINAL Utax 1T02LX0UTC - Toner noir;;;;1T02LX0UTC;null;15000;15150;5744
COT;COT  Solid;;Solid 24 E;;null;;;;null;null;null;6673;#N/A
Canon;Canon  IR;;IR 330 s;;ORIGINAL Canon 1389A003 - Toner noir;;;;1389 A 003;null;21200;2923;4841
OKI;OKI  C;;C 3450;;COMPATIBLE OKI 43459332 - Toner noir;;;;43459332;null;2500;6968;5098
Brother;Brother  Intellifax;;Intellifax 1450 MC;;COMPATIBLE Brother PC102RF - Rouleau transfert thermique;;;;KB-PC102RF;null;700;516;4715
Canon;Canon  IR-C;;IR-C 9070 Pro;;ORIGINAL Canon 2781B003 / C-EXV 30 - Kit tambour;;;;C-EXV 30;null;2781 B 003;2924;4832
Brother;Brother  EM;;EM 250;;COMPATIBLE Brother 7020 - Encreur correcteur;;;;7020;null;Non;517;4717
Brother;Brother  AX;;AX-300;;ORIGINAL Brother 1032 - Ruban nylon noir;;;;1032;7,70 €;Oui;518;4733
Ricoh;Ricoh  Aficio MP;;Aficio MP 4002 Series;;ORIGINAL Ricoh B2969640 / TYPE 4500 - Développeur;;;;TYPE 4500;null;B2969640;10432;5305
Ricoh;Ricoh  MP C;;MP C 5504;;Ricoh Tambour Unit Noir (D2392242) (Alt: D2392241, D2392240);;;;D2392242;null;400000;10433;5354
Casio;Casio  TK;;TK 600;;ORIGINAL Canon 4202A002 / EP-102 - Ruban nylon noir-rouge;;;;EP-102;null;4202 A 002;6239;4684
Casio;Casio  DR;;DR 320;;ORIGINAL Canon 4202A002 / EP-102 - Ruban nylon noir-rouge;;;;EP-102;null;4202 A 002;6240;4684
Toshiba;Toshiba  E-Studio;;E-Studio 603;;ORIGINAL Toshiba 6AK00000078 / T-7200 E - Toner noir;;;;T-7200 E;null;6AK00000078;14746;5671
Ricoh;Ricoh  Aficio MP;;Aficio MP 9002;;Ricoh Toner MP 9002 (842116) (OLD: 841992);;;;TYPE 6210 D;null;885098;10434;5302
Canon;Canon  PC;;PC 5 L;;ORIGINAL Canon 1474A003 / A30 - Toner noir;;;;A30;null;1474 A 003;2925;4959
Canon;Canon  Pixma;;Pixma IP 2700 Series;;COMPATIBLE Canon 2969B001 / PG-512 - Tête d'impression noire;;;;PG-512;null;2969 B 001;2926;4862
Unisys;Unisys  UMS;;UMS 1500;;ORIGINAL IBM 1040998 - Ruban nylon noir;;;;1040998;null;Oui;15343;4682
Panasonic;Panasonic  KX-F;;KX-F 1100;;ORIGINAL Panasonic KXFA133X - Rouleau transfert thermique;;;;KX-FA 133 X;null;Oui;9029;5250
Olympia;Olympia  Omega;;Omega 1225;;ORIGINAL Kyocera 37068110 - Développeur;;;;37068110;null;30000;8546;5208
Adler-Royal;Adler-Royal  CS;;CS 2085;;ORIGINAL Kyocera 37037085 - Toner noir;;;;37037085;null;5300;31;4687
Xerox;Xerox  ColorQube;;ColorQube 8570 Series;;ORIGINAL Xerox 108R00934 - Encre solide en Color-Stix;;;;108 R 00934;null;4300;16208;5843
Canon;Canon  i-SENSYS;;i-SENSYS MF 512 x;;COMPATIBLE Canon 3482B002 / 724H - Toner noir;;;;724H;null;3482 B 002;2927;4830
Brother;Brother  MFC;;MFC-8520 DN;;COMPATIBLE Brother DR3300 - Kit tambour;;;;DR-3300;null;30000;519;4723
Ricoh;Ricoh  Aficio SP;;Aficio SP 9100 dn;;null;;;;null;null;null;10435;#N/A
Brother;Brother  Correctronic;;Correctronic;;COMPATIBLE Brother 7020 - Encreur correcteur;;;;7020;null;Non;520;4717
Brother;Brother  MFC;;MFC-9342 CDW;;COMPATIBLE Brother TN242BK - Toner noir;;;;TN-242 BK;null;2500;521;4726
Casio;Casio  CW;;CW 110;;null;;;;null;null;null;4979;#N/A
Panasonic;Panasonic  Workio DP;;Workio DP 8060;;ORIGINAL Panasonic DQZ240R - Développeur;;;;DQ-Z 240 R;null;240000;9030;5251
Canon;Canon  C;;C 120 f;;COMPATIBLE Canon 1382A002 / NPG-11 - Toner noir;;;;NPG-11;null;1382 A 002;2928;4918
Canon;Canon  imagePROGRAF IPF;;imagePROGRAF IPF 825;;ORIGINAL Canon 2962B001 / PFI-703 MBK - Cartouche d'encre noire mate;;;;PFI-703 MBK;null;2962 B 001;2929;4891
Ricoh;Ricoh  MP;;MP 501 SPFTL;;COMPATIBLE Ricoh 407823 - Toner noir;;;;407823;null;25000;10436;5391
Xerox;Xerox  DocuColor;;DocuColor 1255 CP;;ORIGINAL Xerox 006R90280 - Toner noir;;;;006 R 90280;null;5000;16209;5828
Brother;Brother  MFC;;MFC-8300;;COMPATIBLE Brother TN6600 - Toner noir;;;;TN-6600;null;6000;522;4724
Commodore;Commodore  VC;;VC 4512;;ORIGINAL Epson C13S015021 / 7753 ( Alt. C13S015633) - Ruban nylon noir;;;;7753;null;C 13 S0 15021;6616;4791
Ricoh;Ricoh  Aficio AP;;Aficio AP 2000;;ORIGINAL Ricoh 400395 / TYPE 2000 - Toner noir;;;;TYPE 2000;null;400395;10437;5311
OKI;OKI  ML;;ML 188;;COMPATIBLE OKI 09002303 - Ruban nylon noir;;;;9002303;null;Non;6969;4792
Canon;Canon  IR;;IR-C 6870 i;;ORIGINAL Canon 2447B002 / C-EXV 24 - Toner noir;;;;C-EXV 24;null;2447 B 002;2930;4839
Canon;Canon  Pixma;;Pixma MX 922;;Pack de 5 COMPATIBLES Canon PGI550XL/ CLI551XL - AVEC PUCE;;;;PGI-550/ CLI-551;null;6509 B 008;2931;4899
Toshiba;Toshiba  E-Studio;;E-Studio 5520 C;;ORIGINAL Toshiba 6AK00000115 / T-FC 55 EK - Toner noir;;;;T-FC 55 EK;null;6AK00000115;14747;5684
Ricoh;Ricoh  Aficio;;Aficio 3228 c;;ORIGINAL Ricoh 888344 / TYPE R 2 - Toner noir;;;;TYPE R 2;null;888344;10438;5352
Xerox;Xerox  WorkCentre PRO;;WorkCentre Pro 238;;COMPATIBLE Xerox 006R01046 - Toner noir;;;;006 R 01046;null;30000;16210;5823
Sagem;Sagem  MF;;MF 5462;;null;;;;null;null;null;11698;#N/A
